group_id	label	binary_label	subtype	label_type
cea_g_18fb507bfc98c30a15d7	Malicious	1	Malicious	controlled_task_objective
cea_g_ae51378290e8bc66a73b	Malicious	1	Malicious	controlled_task_objective
cea_g_526aba3a8c6cdb2550e1	Malicious	1	Malicious	controlled_task_objective
cea_g_db67dc6a24bfddb699f0	Malicious	1	Malicious	controlled_task_objective
cea_g_a29328023c71b129f356	Other	0	Benign	controlled_task_objective
cea_g_b1da9b790b2cbc9365a0	Malicious	1	Malicious	controlled_task_objective
cea_g_bd74351a036a08949c61	Malicious	1	Malicious	controlled_task_objective
cea_g_45bfef514edd0d2880c6	Malicious	1	Malicious	controlled_task_objective
cea_g_f5e7d82cb9ee089b900f	Malicious	1	Malicious	controlled_task_objective
cea_g_d18c205bfbe4afa7f882	Other	0	Benign	controlled_task_objective
cea_g_f03d176d96b60a4e4cb6	Other	0	Normal	controlled_task_objective
cea_g_f23def5e2869385734ea	Malicious	1	Malicious	controlled_task_objective
cea_g_241a76e3b6829df7b22e	Other	0	Normal	controlled_task_objective
cea_g_c6a0a3760947ca58a26b	Other	0	Benign	controlled_task_objective
cea_g_b84ca5957064907fbf19	Other	0	Normal	controlled_task_objective
cea_g_54f493dbb050ea11013e	Malicious	1	Malicious	controlled_task_objective
cea_g_b97b66e32144e88caf6d	Other	0	Normal	controlled_task_objective
cea_g_bd1693d132104631ff45	Malicious	1	Malicious	controlled_task_objective
cea_g_1df28135cc1c76facb65	Malicious	1	Malicious	controlled_task_objective
cea_g_046d0997fbf1727e20aa	Malicious	1	Malicious	controlled_task_objective
cea_g_a05778d9c74cf76c0298	Malicious	1	Malicious	controlled_task_objective
cea_g_240268e0820f11ae18d6	Other	0	Benign	controlled_task_objective
cea_g_76bb710eb0d1fa7cc12f	Other	0	Benign	controlled_task_objective
cea_g_78551b5555facd729d68	Other	0	Benign	controlled_task_objective
cea_g_2e6d2f6e65a664d09809	Other	0	Normal	controlled_task_objective
cea_g_ab56cce1c3c5201ed6e9	Malicious	1	Malicious	controlled_task_objective
cea_g_4843259e22dd6a192d9d	Other	0	Benign	controlled_task_objective
cea_g_da497beea9358c1f908e	Malicious	1	Malicious	controlled_task_objective
cea_g_9cd7cd0e90609707d248	Other	0	Normal	controlled_task_objective
cea_g_a4a1e415d62cbdb44c7d	Malicious	1	Malicious	controlled_task_objective
cea_g_8cf360bbe9c4559e7962	Malicious	1	Malicious	controlled_task_objective
cea_g_fff8b755ce7fe4500db4	Malicious	1	Malicious	controlled_task_objective
cea_g_a763f26396b5af7fe0f9	Malicious	1	Malicious	controlled_task_objective
cea_g_99248ebf9bbbfe320bd6	Other	0	Normal	controlled_task_objective
cea_g_911bc98301405b8e77b7	Malicious	1	Malicious	controlled_task_objective
cea_g_d5096b3cbed0d8473d0d	Malicious	1	Malicious	controlled_task_objective
cea_g_e9a0bd99f0fb35fd5d51	Other	0	Normal	controlled_task_objective
cea_g_4a51a87e1bd74ebfecd0	Other	0	Benign	controlled_task_objective
cea_g_44f3897c3acfa7b02dfa	Malicious	1	Malicious	controlled_task_objective
cea_g_1cebe7bf29c550d1e113	Other	0	Normal	controlled_task_objective
cea_g_da87de1594a1bf601b63	Malicious	1	Malicious	controlled_task_objective
cea_g_b88f919d0830bebdc05c	Other	0	Normal	controlled_task_objective
cea_g_3061826205869dc109ef	Other	0	Normal	controlled_task_objective
cea_g_20451f5090a699a558d0	Malicious	1	Malicious	controlled_task_objective
cea_g_25abb00c02ee540eb40a	Malicious	1	Malicious	controlled_task_objective
cea_g_1b6e2cf61995ec06ceca	Other	0	Normal	controlled_task_objective
cea_g_f75546ba0e41b9e1587a	Other	0	Benign	controlled_task_objective
cea_g_0f7b39c3aba1fcf29902	Malicious	1	Malicious	controlled_task_objective
cea_g_1b7822181190d093fceb	Other	0	Normal	controlled_task_objective
cea_g_f05f186ab84795533ab2	Other	0	Benign	controlled_task_objective
cea_g_89a161ff451305ed4406	Other	0	Benign	controlled_task_objective
cea_g_397d6cf3336cce61a72a	Malicious	1	Malicious	controlled_task_objective
cea_g_5711467748e6da174161	Other	0	Normal	controlled_task_objective
cea_g_a04b054dd81af017a045	Other	0	Benign	controlled_task_objective
cea_g_3c3ceba3e0d2b1475f10	Malicious	1	Malicious	controlled_task_objective
cea_g_f24f91271a00742c7228	Malicious	1	Malicious	controlled_task_objective
cea_g_95f96c294ab0bf84f79d	Malicious	1	Malicious	controlled_task_objective
cea_g_324e326fef418536db5f	Malicious	1	Malicious	controlled_task_objective
cea_g_c4db734ef09bdbc22098	Malicious	1	Malicious	controlled_task_objective
cea_g_be16b851b4cc182996fa	Malicious	1	Malicious	controlled_task_objective
cea_g_231c10a23798c311b244	Malicious	1	Malicious	controlled_task_objective
cea_g_749614b8a440a5820303	Other	0	Benign	controlled_task_objective
cea_g_27cf1d49b4da57a5a4d0	Other	0	Benign	controlled_task_objective
cea_g_5cdf79acb65755958b62	Other	0	Normal	controlled_task_objective
cea_g_3385d47fc1bc36da02f5	Malicious	1	Malicious	controlled_task_objective
cea_g_adddc0698372156f8d80	Malicious	1	Malicious	controlled_task_objective
cea_g_ff96e8f3f3daa47c1474	Other	0	Normal	controlled_task_objective
cea_g_4a9d27ece06f2a85f56e	Malicious	1	Malicious	controlled_task_objective
cea_g_41ee1c7dfae98a3eba20	Malicious	1	Malicious	controlled_task_objective
cea_g_159284e66a6ec566be82	Malicious	1	Malicious	controlled_task_objective
cea_g_2fa77b039b975c161989	Malicious	1	Malicious	controlled_task_objective
cea_g_315eb41ef9167b0c6d8d	Malicious	1	Malicious	controlled_task_objective
cea_g_9fb7fb94105499bdf8ed	Other	0	Normal	controlled_task_objective
cea_g_78e01e80bf01135d364d	Malicious	1	Malicious	controlled_task_objective
cea_g_19bf875237eaf3f63dce	Malicious	1	Malicious	controlled_task_objective
cea_g_172af787873883d17da2	Other	0	Normal	controlled_task_objective
cea_g_67c7d14ebc63d03f5e55	Other	0	Normal	controlled_task_objective
cea_g_3ba762c3bd149a57512e	Other	0	Normal	controlled_task_objective
cea_g_6a975caf34b5915d0042	Other	0	Normal	controlled_task_objective
cea_g_2c5b80335a24082703b6	Other	0	Benign	controlled_task_objective
cea_g_0613847fc4eea0d64dec	Other	0	Normal	controlled_task_objective
cea_g_0be9d57fe7b1a445a623	Malicious	1	Malicious	controlled_task_objective
cea_g_aae39ebaf2fa1382b293	Malicious	1	Malicious	controlled_task_objective
cea_g_3794e92f306f1c66a734	Malicious	1	Malicious	controlled_task_objective
cea_g_8f58f92245bde78ae8f3	Malicious	1	Malicious	controlled_task_objective
cea_g_466c3440bdef77e982ed	Malicious	1	Malicious	controlled_task_objective
cea_g_679b0b2ee1721f43bd20	Malicious	1	Malicious	controlled_task_objective
cea_g_c4435601f99f0e4e04ae	Other	0	Normal	controlled_task_objective
cea_g_63a7a169553975fae1d7	Other	0	Normal	controlled_task_objective
cea_g_17212dff7774c380eb28	Other	0	Normal	controlled_task_objective
cea_g_5a8396319cf332c8ad2b	Other	0	Benign	controlled_task_objective
cea_g_ee498e65f8aa1120f8d2	Other	0	Benign	controlled_task_objective
cea_g_e07d116cd93e6bd47145	Other	0	Normal	controlled_task_objective
cea_g_40bf9ea139e5b309784a	Other	0	Benign	controlled_task_objective
cea_g_558a0a167b23dd28e8f7	Malicious	1	Malicious	controlled_task_objective
cea_g_314d365422138d34fb03	Malicious	1	Malicious	controlled_task_objective
cea_g_fe80ce12df0907886965	Other	0	Normal	controlled_task_objective
cea_g_76c52073bea17eb6cda0	Other	0	Normal	controlled_task_objective
cea_g_7da67ab4be0f132b8b1f	Malicious	1	Malicious	controlled_task_objective
cea_g_30d1594f77b3959985b1	Other	0	Benign	controlled_task_objective
cea_g_da0d7bfd685374d40c4f	Other	0	Benign	controlled_task_objective
cea_g_ed6480a82de9cc9af334	Other	0	Normal	controlled_task_objective
cea_g_77f443d65b95d7c66530	Other	0	Normal	controlled_task_objective
cea_g_d62a72a4a4870d496ad0	Other	0	Normal	controlled_task_objective
cea_g_2616fa178cfd3fd487e2	Malicious	1	Malicious	controlled_task_objective
cea_g_9da403361f4c8a83cab5	Malicious	1	Malicious	controlled_task_objective
cea_g_4e9d8c1a6cdfe86bf959	Other	0	Benign	controlled_task_objective
cea_g_6ce248947c2e1825972c	Other	0	Normal	controlled_task_objective
cea_g_43ee12194f9b1ed79241	Malicious	1	Malicious	controlled_task_objective
cea_g_d91e64d30c6afd8eead6	Other	0	Normal	controlled_task_objective
cea_g_c98fb9a5a8fb2322cc6d	Malicious	1	Malicious	controlled_task_objective
cea_g_cf2cd4e5b07ac207a50e	Malicious	1	Malicious	controlled_task_objective
cea_g_733d1f60f25c11bf4bf4	Malicious	1	Malicious	controlled_task_objective
cea_g_729b93c75a2893910773	Other	0	Normal	controlled_task_objective
cea_g_13420336510c5fc25dcf	Other	0	Normal	controlled_task_objective
cea_g_ec94a8ba0ff00a8c1610	Other	0	Benign	controlled_task_objective
cea_g_2dc3a3bc4faca0fa592e	Other	0	Normal	controlled_task_objective
cea_g_ad0b5a1ffdc79d288518	Malicious	1	Malicious	controlled_task_objective
cea_g_0264b0a70b5aa8c240dc	Malicious	1	Malicious	controlled_task_objective
cea_g_f0faacdaf57a81e6f4ec	Malicious	1	Malicious	controlled_task_objective
cea_g_842d5b2cb9775000c0e5	Malicious	1	Malicious	controlled_task_objective
cea_g_527a97e481e02e545189	Other	0	Benign	controlled_task_objective
cea_g_f33b7603338c000bc824	Other	0	Benign	controlled_task_objective
cea_g_48cad79d70ca894307fb	Malicious	1	Malicious	controlled_task_objective
cea_g_be71335755abaf5cebff	Other	0	Benign	controlled_task_objective
cea_g_8c6c826d78b9819a03d2	Other	0	Normal	controlled_task_objective
cea_g_1971d4d3a66774c90783	Other	0	Normal	controlled_task_objective
cea_g_6aec0b95b3c4360b9de3	Malicious	1	Malicious	controlled_task_objective
cea_g_8d3d6aa41f74cc1c2853	Malicious	1	Malicious	controlled_task_objective
cea_g_29ca43f4c5e116ff0a60	Malicious	1	Malicious	controlled_task_objective
cea_g_3d8b01d69d869484ae00	Malicious	1	Malicious	controlled_task_objective
cea_g_8c3f1512c8162fbcab48	Malicious	1	Malicious	controlled_task_objective
cea_g_c4a097399ac4ad8090a3	Other	0	Benign	controlled_task_objective
cea_g_0f1c8568eb653c07b6d5	Other	0	Normal	controlled_task_objective
cea_g_6b7074f971e436169558	Malicious	1	Malicious	controlled_task_objective
cea_g_50045c8c08a42f79f296	Other	0	Benign	controlled_task_objective
cea_g_df8e5c360c33589fc83a	Malicious	1	Malicious	controlled_task_objective
cea_g_a1c0a03030167486ef1a	Malicious	1	Malicious	controlled_task_objective
cea_g_1aa5ffdb76b799ed6466	Malicious	1	Malicious	controlled_task_objective
cea_g_39b076a2f7cc24b50bad	Malicious	1	Malicious	controlled_task_objective
cea_g_9a482fd5142215c818d3	Malicious	1	Malicious	controlled_task_objective
cea_g_8f6301fefd2f5f7e8b79	Other	0	Normal	controlled_task_objective
cea_g_867eeb09d0ce00d470bc	Other	0	Benign	controlled_task_objective
cea_g_577b5b00968425214152	Other	0	Normal	controlled_task_objective
cea_g_8b5da0bb9dec9a847e2d	Other	0	Benign	controlled_task_objective
cea_g_1cf2dbf5a89f2b10c69f	Malicious	1	Malicious	controlled_task_objective
cea_g_1c0a8f3fe83600b4fe31	Malicious	1	Malicious	controlled_task_objective
cea_g_cacc917bc25a5a39301e	Other	0	Benign	controlled_task_objective
cea_g_6f1a482ad109ad831be4	Malicious	1	Malicious	controlled_task_objective
cea_g_17cbdea47f6bcf9bc21e	Malicious	1	Malicious	controlled_task_objective
cea_g_b3d8d2fdbc616d5b7e7d	Malicious	1	Malicious	controlled_task_objective
cea_g_2987f9499c83e2c9eb53	Malicious	1	Malicious	controlled_task_objective
cea_g_8c1afba4e93ce40a97e8	Other	0	Normal	controlled_task_objective
cea_g_a1780a191c567118cff7	Other	0	Normal	controlled_task_objective
cea_g_92bd32d410527bd3b983	Malicious	1	Malicious	controlled_task_objective
cea_g_048a871da7a57eccf081	Malicious	1	Malicious	controlled_task_objective
cea_g_e918076f0450184483b2	Malicious	1	Malicious	controlled_task_objective
cea_g_89801bd4f234d82d94e1	Malicious	1	Malicious	controlled_task_objective
cea_g_c3d640920f4818a02a40	Other	0	Normal	controlled_task_objective
cea_g_35777455b7c93c70fd38	Malicious	1	Malicious	controlled_task_objective
cea_g_fc1d5178b1058fa90fb5	Malicious	1	Malicious	controlled_task_objective
cea_g_7d85ef337492f5286696	Other	0	Normal	controlled_task_objective
cea_g_fae33a5c3648d9ef46a3	Malicious	1	Malicious	controlled_task_objective
cea_g_9eac5cc02132b81ca312	Other	0	Benign	controlled_task_objective
cea_g_b0aeb43e0b27579dd12d	Other	0	Benign	controlled_task_objective
cea_g_e1f53378e411d463e595	Malicious	1	Malicious	controlled_task_objective
cea_g_5ce1bbb66a277ffdd9df	Malicious	1	Malicious	controlled_task_objective
cea_g_e80bad7a0cfd5f31d314	Other	0	Normal	controlled_task_objective
cea_g_a8523baea4210c2683e8	Other	0	Benign	controlled_task_objective
cea_g_b8e8d1605e3b7ca8852f	Malicious	1	Malicious	controlled_task_objective
cea_g_8e1dca7a29cf24f70201	Other	0	Normal	controlled_task_objective
cea_g_099ea4ca65ab7ad4e56a	Malicious	1	Malicious	controlled_task_objective
cea_g_e40169cdba62241c1003	Other	0	Normal	controlled_task_objective
cea_g_82db907fe6b807dd528d	Other	0	Benign	controlled_task_objective
cea_g_53441757633ea15f3681	Other	0	Normal	controlled_task_objective
cea_g_d898628d35ac6a38b0e4	Malicious	1	Malicious	controlled_task_objective
cea_g_57d3e6ecdbed0f6e86ee	Malicious	1	Malicious	controlled_task_objective
cea_g_f40b6f0c87b045a4cc5f	Other	0	Benign	controlled_task_objective
cea_g_ccbc7435f2c859d365d7	Other	0	Normal	controlled_task_objective
cea_g_bfe48e8e637b01ea1a2c	Other	0	Benign	controlled_task_objective
cea_g_97c704ab7321fe64e141	Malicious	1	Malicious	controlled_task_objective
cea_g_a8326ab5a4f491631514	Other	0	Benign	controlled_task_objective
cea_g_33e916dfc3e5bb047128	Malicious	1	Malicious	controlled_task_objective
cea_g_ea0ee92125150c3d42ca	Other	0	Benign	controlled_task_objective
cea_g_f97e83c36db3c6ec8375	Other	0	Benign	controlled_task_objective
cea_g_07d6b57b1d762670d2f2	Other	0	Benign	controlled_task_objective
cea_g_bc2362549e036a140584	Other	0	Normal	controlled_task_objective
cea_g_152a20b8eeec97f1a5d4	Other	0	Normal	controlled_task_objective
cea_g_8335262daf6058175047	Other	0	Normal	controlled_task_objective
cea_g_c2a6abd7fd266864b76a	Other	0	Normal	controlled_task_objective
cea_g_dd71b138f36dded2b963	Malicious	1	Malicious	controlled_task_objective
cea_g_9de459eb434a606eebb1	Other	0	Normal	controlled_task_objective
cea_g_e6ade0d24238d37b2fe4	Malicious	1	Malicious	controlled_task_objective
cea_g_66510cec685686dbb5fe	Malicious	1	Malicious	controlled_task_objective
cea_g_7c9d69bb6e2828b3ffec	Other	0	Benign	controlled_task_objective
cea_g_d899d7f20e0783b60022	Malicious	1	Malicious	controlled_task_objective
cea_g_2553342a2cd9e893c3e4	Malicious	1	Malicious	controlled_task_objective
cea_g_633dd2f46a7927d82ae1	Other	0	Normal	controlled_task_objective
cea_g_270c647cff8f0d669203	Malicious	1	Malicious	controlled_task_objective
cea_g_14c0d3f8819d6a34f928	Malicious	1	Malicious	controlled_task_objective
cea_g_0e19b400197f4a994f45	Malicious	1	Malicious	controlled_task_objective
cea_g_81d40814d63fc3cd4d4a	Malicious	1	Malicious	controlled_task_objective
cea_g_81c30638c859699168bf	Malicious	1	Malicious	controlled_task_objective
cea_g_5e10b9ebb521f4442519	Malicious	1	Malicious	controlled_task_objective
cea_g_63075cc54caf467f7235	Malicious	1	Malicious	controlled_task_objective
cea_g_d04f964577f95970a207	Malicious	1	Malicious	controlled_task_objective
cea_g_47fc1ae4e117c66d1b2f	Malicious	1	Malicious	controlled_task_objective
cea_g_cdd0480598490b17aa53	Malicious	1	Malicious	controlled_task_objective
cea_g_60ea453a0472671d60ec	Other	0	Normal	controlled_task_objective
cea_g_eafbe5abcfe221bd3569	Malicious	1	Malicious	controlled_task_objective
cea_g_352f65250699a523e917	Other	0	Benign	controlled_task_objective
cea_g_f08ea9d351b9b50d9f8e	Malicious	1	Malicious	controlled_task_objective
cea_g_ff4d6a4d9f1ef86e6d17	Other	0	Normal	controlled_task_objective
cea_g_4bab4728fddc04f5aaf4	Malicious	1	Malicious	controlled_task_objective
cea_g_0e9e33d7b4f67ff00d06	Other	0	Benign	controlled_task_objective
cea_g_3f3e3cbad614cd2e4655	Other	0	Benign	controlled_task_objective
cea_g_009c05fd302c6dbb400c	Malicious	1	Malicious	controlled_task_objective
cea_g_7dd37e4683e4007c2975	Other	0	Benign	controlled_task_objective
cea_g_19a317fa4d061f74c4a7	Other	0	Benign	controlled_task_objective
cea_g_eb23d0a142bf1151191b	Other	0	Normal	controlled_task_objective
cea_g_dabf92b3a8b863d0dec9	Malicious	1	Malicious	controlled_task_objective
cea_g_973008c39dd12efeb17e	Other	0	Normal	controlled_task_objective
cea_g_4d35a5ef03ded537d416	Malicious	1	Malicious	controlled_task_objective
cea_g_5ea6e527d6fdfda9344c	Other	0	Benign	controlled_task_objective
cea_g_58fa43854868b141c05c	Malicious	1	Malicious	controlled_task_objective
cea_g_c3a4ed357f5e8b8eb08e	Other	0	Benign	controlled_task_objective
cea_g_7102b572046616547102	Other	0	Normal	controlled_task_objective
cea_g_1d12b271a26deb997897	Other	0	Benign	controlled_task_objective
cea_g_935822c8b6f0eb17fb79	Other	0	Benign	controlled_task_objective
cea_g_f610c054a34bed7f3c8b	Malicious	1	Malicious	controlled_task_objective
cea_g_18905e871fc2a2f80963	Malicious	1	Malicious	controlled_task_objective
cea_g_e95cd8954dc27fb97c66	Malicious	1	Malicious	controlled_task_objective
cea_g_9f4a87736d98ed7eb1ef	Other	0	Benign	controlled_task_objective
cea_g_301582f1ba296e13b68c	Other	0	Normal	controlled_task_objective
cea_g_95809dcccb14cad53420	Other	0	Benign	controlled_task_objective
cea_g_b95e3d98f1480d76f759	Other	0	Normal	controlled_task_objective
cea_g_727328346b552ad332cc	Other	0	Normal	controlled_task_objective
cea_g_794e1278b6fc85795d43	Malicious	1	Malicious	controlled_task_objective
cea_g_b530cb030ef8a99af2d3	Malicious	1	Malicious	controlled_task_objective
cea_g_1a73f93aca5a051f34e9	Other	0	Benign	controlled_task_objective
cea_g_7c107862915d43ad9b81	Malicious	1	Malicious	controlled_task_objective
cea_g_94158c28f7264bfa7a7d	Malicious	1	Malicious	controlled_task_objective
cea_g_10622d52e02d6780aecb	Other	0	Normal	controlled_task_objective
cea_g_94754bb37696aa402b4f	Other	0	Benign	controlled_task_objective
cea_g_6bf3ff3c84aa7837e2e1	Other	0	Benign	controlled_task_objective
cea_g_5343da9ac7f15490ecb1	Malicious	1	Malicious	controlled_task_objective
cea_g_cd333f13db639e24a8ee	Malicious	1	Malicious	controlled_task_objective
cea_g_77008f04832c845bf0ad	Malicious	1	Malicious	controlled_task_objective
cea_g_a8b1dfe3731fa778081a	Malicious	1	Malicious	controlled_task_objective
cea_g_361c0adb7856f505bba0	Other	0	Benign	controlled_task_objective
cea_g_eee3741774c3867c43b5	Other	0	Benign	controlled_task_objective
cea_g_b3f3d51db9f6cbeed9bf	Malicious	1	Malicious	controlled_task_objective
cea_g_f9cb1c224879f4876981	Other	0	Normal	controlled_task_objective
cea_g_bec9989499e6b2aa475d	Other	0	Normal	controlled_task_objective
cea_g_3699073790541fda291c	Malicious	1	Malicious	controlled_task_objective
cea_g_55514b23743a9c59be1d	Malicious	1	Malicious	controlled_task_objective
cea_g_d7fe941a9c2b9658a164	Malicious	1	Malicious	controlled_task_objective
cea_g_30b98a4402ff34c12de9	Malicious	1	Malicious	controlled_task_objective
cea_g_63908c13994ec5506f0a	Malicious	1	Malicious	controlled_task_objective
cea_g_8aab389785c5c92f2414	Other	0	Normal	controlled_task_objective
cea_g_6e89cee068734aaa4ba2	Malicious	1	Malicious	controlled_task_objective
cea_g_6745f90b9b80128c4060	Other	0	Normal	controlled_task_objective
cea_g_6717062d4e77c3fd6424	Malicious	1	Malicious	controlled_task_objective
cea_g_942a8139cf09c5f5efdf	Malicious	1	Malicious	controlled_task_objective
cea_g_2b79129ec5953ca4d3b9	Malicious	1	Malicious	controlled_task_objective
cea_g_fe5ca0e953745c351564	Other	0	Normal	controlled_task_objective
cea_g_20714a03e412a34b1912	Other	0	Benign	controlled_task_objective
cea_g_f7a81ee325c0aec22ed2	Malicious	1	Malicious	controlled_task_objective
cea_g_4a5fe10888bb525cc24f	Malicious	1	Malicious	controlled_task_objective
cea_g_f61579bd034331b99c0f	Malicious	1	Malicious	controlled_task_objective
cea_g_d4c45205daf8e5e816b0	Other	0	Normal	controlled_task_objective
cea_g_bd44a0eca05c9df14535	Other	0	Benign	controlled_task_objective
cea_g_551d6d55caa305067836	Other	0	Normal	controlled_task_objective
cea_g_90dcacda6236c0ae8443	Malicious	1	Malicious	controlled_task_objective
cea_g_f46e1c4c130eb9b7a9db	Other	0	Benign	controlled_task_objective
cea_g_cc8909cfc9cd278e1314	Other	0	Normal	controlled_task_objective
cea_g_bbbb3f63be5d2c7c2612	Other	0	Normal	controlled_task_objective
cea_g_c83e39677e3a24134158	Malicious	1	Malicious	controlled_task_objective
cea_g_b84a11dd2795efaaea31	Other	0	Normal	controlled_task_objective
cea_g_d20b2870cd0f9131dd2f	Other	0	Benign	controlled_task_objective
cea_g_b7d0c407efb8ff2be406	Other	0	Benign	controlled_task_objective
cea_g_67a00c22d5b835bd3fa3	Malicious	1	Malicious	controlled_task_objective
cea_g_1f5ad985328e575636c9	Other	0	Benign	controlled_task_objective
cea_g_e90da4ea056f9b5910b2	Other	0	Benign	controlled_task_objective
cea_g_14df2250124ca9272b93	Malicious	1	Malicious	controlled_task_objective
cea_g_5fa20c2ed49faf8746cd	Malicious	1	Malicious	controlled_task_objective
cea_g_e1916ec72e29457b8067	Malicious	1	Malicious	controlled_task_objective
cea_g_ba553fa192c2efdb2488	Other	0	Normal	controlled_task_objective
cea_g_96dacd6a20a55323924c	Malicious	1	Malicious	controlled_task_objective
cea_g_ee84c9bcbf393485bd31	Other	0	Normal	controlled_task_objective
cea_g_b07518e58430b9221b88	Other	0	Benign	controlled_task_objective
cea_g_120fee3e45a1a1de8b95	Other	0	Benign	controlled_task_objective
cea_g_6ed4c9a10a2ebded91a2	Other	0	Benign	controlled_task_objective
cea_g_626cf78a4428eed0d18e	Other	0	Normal	controlled_task_objective
cea_g_a9acae8f60ccf30406b5	Malicious	1	Malicious	controlled_task_objective
cea_g_3c3ce8ffd12d3226d619	Malicious	1	Malicious	controlled_task_objective
cea_g_2cdae7b7c3b143eccd89	Malicious	1	Malicious	controlled_task_objective
cea_g_dd479b9e29ed51dd8f66	Other	0	Benign	controlled_task_objective
cea_g_d119d545d7b972b7d2e6	Malicious	1	Malicious	controlled_task_objective
cea_g_039b0f812d6b07ed625f	Malicious	1	Malicious	controlled_task_objective
cea_g_38c4282cb8f2a49006dd	Other	0	Benign	controlled_task_objective
cea_g_c85f47c0a6f88c406571	Malicious	1	Malicious	controlled_task_objective
cea_g_dd77868f7cab55298bd1	Other	0	Normal	controlled_task_objective
cea_g_454be41cc4469dcd6d5b	Other	0	Benign	controlled_task_objective
cea_g_61455247e21a504f63df	Malicious	1	Malicious	controlled_task_objective
cea_g_8a2463f17f2c5037bd11	Other	0	Benign	controlled_task_objective
cea_g_66a82a1d2a871f706667	Malicious	1	Malicious	controlled_task_objective
cea_g_bf6c3ef9fcfe7ae42c76	Other	0	Benign	controlled_task_objective
cea_g_a61b5f4872a6f453bf3a	Other	0	Normal	controlled_task_objective
cea_g_8c74592ffabc99c45008	Malicious	1	Malicious	controlled_task_objective
cea_g_7394e0b886d672cac813	Malicious	1	Malicious	controlled_task_objective
cea_g_1beb65473ce3609ecab2	Malicious	1	Malicious	controlled_task_objective
cea_g_f02ccb41c75634543fce	Malicious	1	Malicious	controlled_task_objective
cea_g_1b8ab83e75890918827d	Other	0	Normal	controlled_task_objective
cea_g_a0c6b0292f3de1ab6846	Other	0	Normal	controlled_task_objective
cea_g_e9974eeb0f79931802b2	Malicious	1	Malicious	controlled_task_objective
cea_g_39c93f7ad0d0f11acfb9	Malicious	1	Malicious	controlled_task_objective
cea_g_6dc705938259d38fb22c	Malicious	1	Malicious	controlled_task_objective
cea_g_ad8ba9f9f832f70999ce	Other	0	Normal	controlled_task_objective
cea_g_692d26d4ff48d89b40b9	Other	0	Normal	controlled_task_objective
cea_g_cbc0c6f39874ee6de009	Other	0	Benign	controlled_task_objective
cea_g_a6b7f474d5ae2c13a03f	Other	0	Normal	controlled_task_objective
cea_g_83aa6bfa65227b4ae4f7	Malicious	1	Malicious	controlled_task_objective
cea_g_5abf45a3f8c9595552a3	Malicious	1	Malicious	controlled_task_objective
cea_g_c5751596afe6b64397df	Malicious	1	Malicious	controlled_task_objective
cea_g_1922168769472e4dfe56	Malicious	1	Malicious	controlled_task_objective
cea_g_273cf327752ec501a491	Other	0	Normal	controlled_task_objective
cea_g_f0fabc4b108224830c86	Malicious	1	Malicious	controlled_task_objective
cea_g_8ca6cb651264b9cb5920	Malicious	1	Malicious	controlled_task_objective
cea_g_55e38ab1723d94cd2cda	Malicious	1	Malicious	controlled_task_objective
cea_g_13cac76cabcbd500fc3b	Other	0	Benign	controlled_task_objective
cea_g_74f537ae058b7202fb5b	Other	0	Benign	controlled_task_objective
cea_g_05fe450da1a225afaadb	Other	0	Benign	controlled_task_objective
cea_g_512786d9202379e6dd60	Malicious	1	Malicious	controlled_task_objective
cea_g_3abef4d58f229b804f62	Malicious	1	Malicious	controlled_task_objective
cea_g_fe8faba2de938a6627ed	Other	0	Normal	controlled_task_objective
cea_g_debed635d4051b314f38	Malicious	1	Malicious	controlled_task_objective
cea_g_8d88cd7540c0c19855c5	Malicious	1	Malicious	controlled_task_objective
cea_g_421d8f237045c2a529df	Malicious	1	Malicious	controlled_task_objective
cea_g_f430356238f8b3e75c84	Malicious	1	Malicious	controlled_task_objective
cea_g_00ce5312771bce5b3b92	Other	0	Normal	controlled_task_objective
cea_g_961d48748816cc850bcc	Malicious	1	Malicious	controlled_task_objective
cea_g_461d91a472fac5a6082b	Other	0	Normal	controlled_task_objective
cea_g_e6db49b131405922c97c	Other	0	Benign	controlled_task_objective
cea_g_2e062093fba3ea349f15	Malicious	1	Malicious	controlled_task_objective
cea_g_4889750ebe74eb9c1c3a	Other	0	Benign	controlled_task_objective
cea_g_72fd8a3da74b6a3c1b56	Other	0	Benign	controlled_task_objective
cea_g_58364de9aece50b4de2e	Malicious	1	Malicious	controlled_task_objective
cea_g_f3b2c2af95c494251194	Other	0	Benign	controlled_task_objective
cea_g_d36e4b6b34e2845f2eed	Other	0	Normal	controlled_task_objective
cea_g_841e3d90627fbc595bd4	Malicious	1	Malicious	controlled_task_objective
cea_g_90535441d099e7203c86	Malicious	1	Malicious	controlled_task_objective
cea_g_b602b8b9ddf3f652eea0	Malicious	1	Malicious	controlled_task_objective
cea_g_b3d125cbe145de78757c	Other	0	Normal	controlled_task_objective
cea_g_318eb6178d2d87f5758e	Malicious	1	Malicious	controlled_task_objective
cea_g_edf4e849bed8b5abf244	Malicious	1	Malicious	controlled_task_objective
cea_g_2c62eed3fc8f13a98b0e	Malicious	1	Malicious	controlled_task_objective
cea_g_50233683a1a758116463	Malicious	1	Malicious	controlled_task_objective
cea_g_932037eb9da95e3c0923	Malicious	1	Malicious	controlled_task_objective
cea_g_28e776ff341af55b94d4	Malicious	1	Malicious	controlled_task_objective
